kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kode_desa_kelurahan,nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_penyandang,satuan,tahun,id
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141001,CIKEDUK,32.09.31,DEPOK,32.09.31.2001,CIKEDUK,0,ORANG,2020,3135
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141009,WARUJAYA,32.09.31,DEPOK,32.09.31.2002,WARUJAYA,0,ORANG,2020,3136
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141008,WARUKAWUNG,32.09.31,DEPOK,32.09.31.2003,WARUKAWUNG,0,ORANG,2020,3137
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141002,WARUGEDE,32.09.31,DEPOK,32.09.31.2004,WARUGEDE,0,ORANG,2020,3138
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141007,WARUROYOM,32.09.31,DEPOK,32.09.31.2005,WARUROYOM,0,ORANG,2020,3139
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141010,DEPOK,32.09.31,DEPOK,32.09.31.2006,DEPOK,0,ORANG,2020,3140
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141011,KASUGENGAN KIDUL,32.09.31,DEPOK,32.09.31.2007,KASUGENGAN KIDUL,0,ORANG,2020,3141
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141012,KASUGENGAN LOR,32.09.31,DEPOK,32.09.31.2008,KASUGENGAN LOR,0,ORANG,2020,3142
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141006,KEDUANAN,32.09.31,DEPOK,32.09.31.2009,KEDUANAN,0,ORANG,2020,3143
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141005,KEJUDEN,32.09.31,DEPOK,32.09.31.2010,KEJUDEN,0,ORANG,2020,3144
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141004,GETASAN,32.09.31,DEPOK,32.09.31.2011,GETASAN,0,ORANG,2020,3145
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209141,DEPOK,3209141003,KARANGWANGI,32.09.31,DEPOK,32.09.31.2012,KARANGWANGI,4,ORANG,2020,3146
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011001,TONJONG,32.09.32,PASALEMAN,32.09.32.2001,TONJONG,0,ORANG,2020,3147
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011002,TANJUNGANOM,32.09.32,PASALEMAN,32.09.32.2002,TANJUNGANOM,0,ORANG,2020,3148
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011003,CILENGKRANG GIRANG,32.09.32,PASALEMAN,32.09.32.2003,CILENGKRANG GIRANG,3,ORANG,2020,3149
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011004,CILENGKRANG,32.09.32,PASALEMAN,32.09.32.2004,CILENGKRANG,0,ORANG,2020,3150
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011005,PASALEMAN,32.09.32,PASALEMAN,32.09.32.2005,PASALEMAN,0,ORANG,2020,3151
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011006,CIGOBANG WANGI,32.09.32,PASALEMAN,32.09.32.2006,CIGOBANG WANGI,0,ORANG,2020,3152
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209011,PASALEMAN,3209011007,CIGOBANG,32.09.32,PASALEMAN,32.09.32.2007,CIGOBANG,0,ORANG,2020,3153
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021001,SUKADANA,32.09.33,PABUARAN,32.09.33.2001,SUKADANA,0,ORANG,2020,3154
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021002,PABUARAN KIDUL,32.09.33,PABUARAN,32.09.33.2002,PABUARAN KIDUL,0,ORANG,2020,3155
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021003,PABUARAN WETAN,32.09.33,PABUARAN,32.09.33.2003,PABUARAN WETAN,0,ORANG,2020,3156
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021004,PABUARAN LOR,32.09.33,PABUARAN,32.09.33.2004,PABUARAN LOR,0,ORANG,2020,3157
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021005,JATIRENGGANG,32.09.33,PABUARAN,32.09.33.2005,JATIRENGGANG,1,ORANG,2020,3158
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021006,HULUBANTENG,32.09.33,PABUARAN,32.09.33.2006,HULUBANTENG,0,ORANG,2020,3159
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209021,PABUARAN,3209021007,HULUBANTENG LOR,32.09.33,PABUARAN,32.09.33.2007,HULUBANTENG LOR,0,ORANG,2020,3160
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051001,SEUSEUPAN,32.09.34,KARANGWARENG,32.09.34.2001,SEUSEUPAN,0,ORANG,2020,3161
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051007,BLENDER,32.09.34,KARANGWARENG,32.09.34.2002,BLENDER,1,ORANG,2020,3162
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051002,SUMURKONDANG,32.09.34,KARANGWARENG,32.09.34.2003,SUMURKONDANG,0,ORANG,2020,3163
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051004,KUBANGDELEG,32.09.34,KARANGWARENG,32.09.34.2004,KUBANGDELEG,1,ORANG,2020,3164
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051003,JATIPIRING,32.09.34,KARANGWARENG,32.09.34.2005,JATIPIRING,0,ORANG,2020,3165
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051005,KARANGANYAR,32.09.34,KARANGWARENG,32.09.34.2006,KARANGANYAR,0,ORANG,2020,3166
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051006,KARANGWANGI,32.09.34,KARANGWARENG,32.09.34.2007,KARANGWANGI,0,ORANG,2020,3167
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051008,KARANGWARENG,32.09.34,KARANGWARENG,32.09.34.2008,KARANGWARENG,0,ORANG,2020,3168
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209051,KARANGWARENG,3209051009,KARANGASEM,32.09.34,KARANGWARENG,32.09.34.2009,KARANGASEM,1,ORANG,2020,3169
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161001,PALIR,32.09.35,TENGAH TANI,32.09.35.2001,PALIR,0,ORANG,2020,3170
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161002,ASTAPADA,32.09.35,TENGAH TANI,32.09.35.2002,ASTAPADA,1,ORANG,2020,3171
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161003,GESIK,32.09.35,TENGAH TANI,32.09.35.2003,GESIK,1,ORANG,2020,3172
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161004,KEMLAKAGEDE,32.09.35,TENGAH TANI,32.09.35.2004,KEMLAKAGEDE,0,ORANG,2020,3173
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161005,DAWUAN,32.09.35,TENGAH TANI,32.09.35.2005,DAWUAN,0,ORANG,2020,3174
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161006,BATTEMBAT,32.09.35,TENGAH TANI,32.09.35.2006,BATTEMBAT,0,ORANG,2020,3175
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161007,KALIBARU,32.09.35,TENGAH TANI,32.09.35.2007,KALIBARU,0,ORANG,2020,3176
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209161,TENGAH TANI,3209161008,KALITENGAH,32.09.35,TENGAH TANI,32.09.35.2008,KALITENGAH,2,ORANG,2020,3177
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151008,TEGALSARI,32.09.36,PLERED,32.09.36.2001,TEGALSARI,1,ORANG,2020,3178
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151007,KALIWULU,32.09.36,PLERED,32.09.36.2002,KALIWULU,2,ORANG,2020,3179
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151001,PANEMBAHAN,32.09.36,PLERED,32.09.36.2003,PANEMBAHAN,0,ORANG,2020,3180
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151002,TRUSMI WETAN,32.09.36,PLERED,32.09.36.2004,TRUSMI WETAN,0,ORANG,2020,3181
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151003,TRUSMI KULON,32.09.36,PLERED,32.09.36.2005,TRUSMI KULON,0,ORANG,2020,3182
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151006,WOTGALI,32.09.36,PLERED,32.09.36.2006,WOTGALI,0,ORANG,2020,3183
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151005,GAMEL,32.09.36,PLERED,32.09.36.2007,GAMEL,0,ORANG,2020,3184
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151004,SARABAU,32.09.36,PLERED,32.09.36.2008,SARABAU,0,ORANG,2020,3185
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151009,CANKRING,32.09.36,PLERED,32.09.36.2009,CANKRING,0,ORANG,2020,3186
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,3209151010,PANGKALAN,32.09.36,PLERED,32.09.36.2010,PANGKALAN,0,ORANG,2020,3187
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211002,CIKEUSAL,32.09.37,GEMPOL,32.09.37.2001,CIKEUSAL,0,ORANG,2020,3188
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211004,PALIMANAN BARAT,32.09.37,GEMPOL,32.09.37.2002,PALIMANAN BARAT,7,ORANG,2020,3189
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211006,KEDUNGBUNDER,32.09.37,GEMPOL,32.09.37.2003,KEDUNGBUNDER,0,ORANG,2020,3190
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211001,CUPANG,32.09.37,GEMPOL,32.09.37.2004,CUPANG,0,ORANG,2020,3191
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211005,GEMPOL,32.09.37,GEMPOL,32.09.37.2005,GEMPOL,0,ORANG,2020,3192
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211003,WALAHAR,32.09.37,GEMPOL,32.09.37.2006,WALAHAR,0,ORANG,2020,3193
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211007,KEMPEK,32.09.37,GEMPOL,32.09.37.2007,KEMPEK,0,ORANG,2020,3194
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209211,GEMPOL,3209211008,WINONG,32.09.37,GEMPOL,32.09.37.2008,WINONG,0,ORANG,2020,3195
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101001,GUMULUNG LEBAK,32.09.38,GREGED,32.09.38.2001,GUMULUNG LEBAK,0,ORANG,2020,3196
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101002,LEBAKMEKAR,32.09.38,GREGED,32.09.38.2002,LEBAKMEKAR,0,ORANG,2020,3197
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101003,GUMULUNG TONGGOH,32.09.38,GREGED,32.09.38.2003,GUMULUNG TONGGOH,0,ORANG,2020,3198
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101005,KAMARANG,32.09.38,GREGED,32.09.38.2004,KAMARANG,0,ORANG,2020,3199
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101006,GREGED,32.09.38,GREGED,32.09.38.2005,GREGED,0,ORANG,2020,3200
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101007,KAMARANG LEBAK,32.09.38,GREGED,32.09.38.2006,KAMARANG LEBAK,0,ORANG,2020,3201
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101014,DURAJAYA,32.09.38,GREGED,32.09.38.2007,DURAJAYA,1,ORANG,2020,3202
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101015,JATIPANCUR,32.09.38,GREGED,32.09.38.2008,JATIPANCUR,0,ORANG,2020,3203
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101016,SINDANG KEMPENG,32.09.38,GREGED,32.09.38.2009,SINDANG KEMPENG,2,ORANG,2020,3204
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209101,GREGED,3209101017,NANGGELA,32.09.38,GREGED,32.09.38.2010,NANGGELA,0,ORANG,2020,3205
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNG JATI,3209171013,SAMBENG,32.09.39,GUNUNG JATI,32.09.39.2001,SAMBENG,0,ORANG,2020,3206
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209171,GUNUNG JATI,3209171014,SIRNABAYA,32.09.39,GUNUNG JATI,32.09.39.2002,SIRNABAYA,0,ORANG,2020,3207
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181005,MUARA,32.09.39,SURANENGGALA,32.09.39.2003,MUARA,0,ORANG,2020,3208
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181004,PURWAWINANGUN,32.09.39,SURANENGGALA,32.09.39.2004,PURWAWINANGUN,3,ORANG,2020,3209
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181003,KERATON,32.09.39,SURANENGGALA,32.09.39.2005,KERATON,0,ORANG,2020,3210
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181002,SURAKARTA,32.09.39,SURANENGGALA,32.09.39.2006,SURAKARTA,0,ORANG,2020,3211
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181006,KARANGREJA,32.09.39,SURANENGGALA,32.09.39.2007,KARANGREJA,0,ORANG,2020,3212
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181007,SURANENGGALA KIDUL,32.09.39,SURANENGGALA,32.09.39.2008,SURANENGGALA KIDUL,0,ORANG,2020,3213
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181001,SURANENGGALA KULON,32.09.39,SURANENGGALA,32.09.39.2009,SURANENGGALA KULON,0,ORANG,2020,3214
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181008,SURANENGGALA LOR,32.09.39,SURANENGGALA,32.09.39.2010,SURANENGGALA LOR,0,ORANG,2020,3215
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209181,SURANENGGALA,3209181009,SURANENGGALA,32.09.39,SURANENGGALA,32.09.39.2011,SURANENGGALA,0,ORANG,2020,3216
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191004,JAMBLANG,32.09.40,JAMBLANG,32.09.40.2001,JAMBLANG,0,ORANG,2020,3217
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191005,SITIWINANGUN,32.09.40,JAMBLANG,32.09.40.2002,SITIWINANGUN,0,ORANG,2020,3218
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191006,WANGUNHARJA,32.09.40,JAMBLANG,32.09.40.2003,WANGUNHARJA,0,ORANG,2020,3219
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191014,BOJONG WETAN,32.09.40,JAMBLANG,32.09.40.2004,BOJONG WETAN,0,ORANG,2020,3220
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191015,BOJONG LOR,32.09.40,JAMBLANG,32.09.40.2005,BOJONG LOR,0,ORANG,2020,3221
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191016,ORIMALANG,32.09.40,JAMBLANG,32.09.40.2006,ORIMALANG,0,ORANG,2020,3222
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191017,BAKUNG KIDUL,32.09.40,JAMBLANG,32.09.40.2007,BAKUNG KIDUL,0,ORANG,2020,3223
32,JAWA BARAT,3209,KABUPATEN CIREBON,3209191,JAMBLANG,3209191018,BAKUNG LOR,32.09.40,JAMBLANG,32.09.40.2008,BAKUNG LOR,0,ORANG,2020,3224
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010001,CIPASUNG,32.10.01,LEMAHSUGIH,32.10.01.2001,CIPASUNG,8,ORANG,2020,3225
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010003,BANGBAYANG,32.10.01,LEMAHSUGIH,32.10.01.2002,BANGBAYANG,0,ORANG,2020,3226
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010002,BOROGOJOL,32.10.01,LEMAHSUGIH,32.10.01.2003,BOROGOJOL,0,ORANG,2020,3227
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010004,CIBULAN,32.10.01,LEMAHSUGIH,32.10.01.2004,CIBULAN,0,ORANG,2020,3228
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010005,LEMAHPUTIH,32.10.01,LEMAHSUGIH,32.10.01.2005,LEMAHPUTIH,0,ORANG,2020,3229
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010006,SADAWANGI,32.10.01,LEMAHSUGIH,32.10.01.2006,SADAWANGI,0,ORANG,2020,3230
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010014,KEPUH,32.10.01,LEMAHSUGIH,32.10.01.2007,KEPUH,0,ORANG,2020,3231
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010012,PADAREK,32.10.01,LEMAHSUGIH,32.10.01.2008,PADAREK,0,ORANG,2020,3232
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010008,KALAPADUA,32.10.01,LEMAHSUGIH,32.10.01.2009,KALAPADUA,0,ORANG,2020,3233
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010009,CIGALEUH,32.10.01,LEMAHSUGIH,32.10.01.2010,CIGALEUH,0,ORANG,2020,3234
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010007,MARGAJAYA,32.10.01,LEMAHSUGIH,32.10.01.2011,MARGAJAYA,3,ORANG,2020,3235
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010013,SUKAJADI,32.10.01,LEMAHSUGIH,32.10.01.2012,SUKAJADI,0,ORANG,2020,3236
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010015,MEKARWANGI,32.10.01,LEMAHSUGIH,32.10.01.2013,MEKARWANGI,0,ORANG,2020,3237
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010011,SINARGALIH,32.10.01,LEMAHSUGIH,32.10.01.2014,SINARGALIH,0,ORANG,2020,3238
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010010,MEKARMULYA,32.10.01,LEMAHSUGIH,32.10.01.2015,MEKARMULYA,0,ORANG,2020,3239
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010016,SUKAMAJU,32.10.01,LEMAHSUGIH,32.10.01.2016,SUKAMAJU,0,ORANG,2020,3240
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010019,CISALAK,32.10.01,LEMAHSUGIH,32.10.01.2017,CISALAK,0,ORANG,2020,3241
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010018,DAYEUHWANGI,32.10.01,LEMAHSUGIH,32.10.01.2018,DAYEUHWANGI,0,ORANG,2020,3242
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210010,LEMAHSUGIH,3210010017,LEMAHSUGIH,32.10.01,LEMAHSUGIH,32.10.01.2019,LEMAHSUGIH,1,ORANG,2020,3243
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020010,CIPEUNDEUY,32.10.02,BANTARUJEG,32.10.02.2002,CIPEUNDEUY,0,ORANG,2020,3244
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020012,CIMANGGUHILIR,32.10.02,BANTARUJEG,32.10.02.2008,CIMANGGUHILIR,0,ORANG,2020,3245
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020013,SALAWANGI,32.10.02,BANTARUJEG,32.10.02.2009,SALAWANGI,0,ORANG,2020,3246
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020016,BANTARUJEG,32.10.02,BANTARUJEG,32.10.02.2010,BANTARUJEG,0,ORANG,2020,3247
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020018,GUNUNGLARANG,32.10.02,BANTARUJEG,32.10.02.2011,GUNUNGLARANG,0,ORANG,2020,3248
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020019,CIKIDANG,32.10.02,BANTARUJEG,32.10.02.2012,CIKIDANG,0,ORANG,2020,3249
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020020,CINAMBO,32.10.02,BANTARUJEG,32.10.02.2013,CINAMBO,1,ORANG,2020,3250
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020021,HAURGEULIS,32.10.02,BANTARUJEG,32.10.02.2014,HAURGEULIS,0,ORANG,2020,3251
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020022,SUKAMENAK,32.10.02,BANTARUJEG,32.10.02.2015,SUKAMENAK,0,ORANG,2020,3252
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020015,WADOWETAN,32.10.02,BANTARUJEG,32.10.02.2016,WADOWETAN,2,ORANG,2020,3253
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020017,BABAKANSARI,32.10.02,BANTARUJEG,32.10.02.2017,BABAKANSARI,0,ORANG,2020,3254
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020014,SILIHWANGI,32.10.02,BANTARUJEG,32.10.02.2018,SILIHWANGI,0,ORANG,2020,3255
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210020,BANTARUJEG,3210020009,SINDANGHURIP,32.10.02,BANTARUJEG,32.10.02.2022,SINDANGHURIP,0,ORANG,2020,3256
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030022,SUKASARI,32.10.03,CIKIJING,32.10.03.2001,SUKASARI,2,ORANG,2020,3257
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030014,CISOKA,32.10.03,CIKIJING,32.10.03.2002,CISOKA,0,ORANG,2020,3258
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030015,SINDANGPANJI,32.10.03,CIKIJING,32.10.03.2003,SINDANGPANJI,0,ORANG,2020,3259
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030016,CIKIJING,32.10.03,CIKIJING,32.10.03.2004,CIKIJING,1,ORANG,2020,3260
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030021,SINDANG,32.10.03,CIKIJING,32.10.03.2005,SINDANG,0,ORANG,2020,3261
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030020,BANJARANSARI,32.10.03,CIKIJING,32.10.03.2006,BANJARANSARI,0,ORANG,2020,3262
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030019,KASTURI,32.10.03,CIKIJING,32.10.03.2007,KASTURI,0,ORANG,2020,3263
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030017,CIDULANG,32.10.03,CIKIJING,32.10.03.2008,CIDULANG,0,ORANG,2020,3264
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030025,JAGASARI,32.10.03,CIKIJING,32.10.03.2009,JAGASARI,0,ORANG,2020,3265
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030024,BAGJASARI,32.10.03,CIKIJING,32.10.03.2010,BAGJASARI,0,ORANG,2020,3266
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030023,SUNALARI,32.10.03,CIKIJING,32.10.03.2011,SUNALARI,0,ORANG,2020,3267
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030028,CIPULUS,32.10.03,CIKIJING,32.10.03.2012,CIPULUS,0,ORANG,2020,3268
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030027,KANCANA,32.10.03,CIKIJING,32.10.03.2013,KANCANA,0,ORANG,2020,3269
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030018,SUKAMUKTI,32.10.03,CIKIJING,32.10.03.2014,SUKAMUKTI,0,ORANG,2020,3270
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210030,CIKIJING,3210030026,CILANCANG,32.10.03,CIKIJING,32.10.03.2015,CILANCANG,0,ORANG,2020,3271
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210040,TALAGA,3210040007,LAMPUYANG,32.10.04,TALAGA,32.10.04.2001,LAMPUYANG,0,ORANG,2020,3272
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210040,TALAGA,3210040002,CIBEUREUM,32.10.04,TALAGA,32.10.04.2002,CIBEUREUM,3,ORANG,2020,3273
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210040,TALAGA,3210040003,CIKEUSAL,32.10.04,TALAGA,32.10.04.2003,CIKEUSAL,0,ORANG,2020,3274
